,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,Steve Barland,0.0,1541,0.1971596724667349,608,432,501,-1,-1
1,Carol Kummer,1.5595812567811045,2965,0.37935005117707266,1383,656,926,-1,-1
2,McClain Looney,2.5492765319087614,151,0.019319344933469807,61,13,77,-1,-1
3,Dan W. Peterson,4.0,369,0.047210849539406345,162,41,166,-1,-1
4,Jason Stone,0.922438492945071,2790,0.3569600818833163,1238,727,825,-1,-1
