,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Abdi Warsame,3.0,3631,0.5032571032571033,2761,566,304,-1
1,Mohamud Noor,2.274291189762746,3395,0.47054747054747054,2102,876,417,-1
2,Fadumo Yusuf,1.8495051491056782,183,0.025363825363825365,103,30,50,-1
3,Tiffini Forslund,0.0,6,0.0008316008316008316,1,4,1,-1
