,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Dan Alvin,3.0,288,0.08664259927797834,55,83,150,-1
1,Matthew Dowgwillo,0.0,292,0.08784596871239471,61,103,128,-1
2,Meg Tuthill,1.0977121536982635,2405,0.72352587244284,1228,601,576,-1
3,Kim Vlaisavljevich,1.8975453262087467,339,0.10198555956678701,142,99,98,-1
