,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,JoAnne Vigil Coppler,2.0,2121,0.43259229043442793,452,172,1497
1,Eric John Holmes,0.9812216069630879,1308,0.26677544360595556,359,81,868
2,Greg Scargall,0.0,1474,0.30063226595961656,280,112,1082
