,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,VICTOR AGUILAR,0.8917152023246172,4601,0.3239456452862071,1357,577,2667
1,LEE THOMAS,0.0,7672,0.5401675702316412,2320,968,4384
2,ALLEN SCHOENFELD,2.0,1930,0.13588678448215166,562,258,1110
