,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,LORI DROSTE,1.2345879079955702,3679,0.5614222493514421,936,988,1755,-1
1,MARY KAY LACEY,1.7430380572318318,1993,0.3041355104532275,316,541,1136,-1
2,RUSS TILLEMAN,3.0,184,0.02807874256065924,28,28,128,-1
3,ALFRED TWU,0.0,697,0.10636349763467114,98,142,457,-1
