,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,LaTrisha M. Vetaw,0.0,2381,0.6996767558037026,937,1015,429,-1
1,Marvina Haynes,0.9992668833825631,653,0.19188950925653836,185,344,124,-1
2,Leslie Davis,1.4014093535124,40,0.011754334410813987,9,13,18,-1
3,Angela Williams,3.0,329,0.09667940052894505,136,86,107,-1
