,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,DEBORAH MATTHEWS,1.1835516716463508,1844,0.23929405657928887,510,504,830
1,BEN BARTLETT,2.0,5352,0.6945237477290424,2488,841,2023
2,ORLANDO MARTINEZ,0.0,510,0.06618219569166883,133,68,309
