,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Pierina Ana Sanchez,2.6071933231169324,3588,0.37984331992377723,1177,526,385,241,1259,-1
1,Yudelka Tapia,1.9129601209347857,1982,0.20982426423883124,606,287,226,158,705,-1
2,Haile Rivera,0.0,988,0.10459453737031547,315,102,94,93,384,-1
3,Fernando A. Aquino,1.171669007327038,929,0.09834850730467923,366,98,85,60,320,-1
4,Adolfo Abreu,3.1001045539644476,1775,0.18791022655092102,529,306,222,138,580,-1
5,Socrates S. Solano,5.0,184,0.019479144611475756,69,27,17,15,56,-1
