,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,SOPHIE HAHN,2.0,7686,0.7672955974842768,4278,1640,1768
1,TODD ANDREW,1.192531131060746,1897,0.1893780573025856,783,643,471
2,PAUL DARWIN PICKLESIMER,0.0,434,0.04332634521313766,107,88,239
