,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Jarrett Smith,4.365498764470134,1062,0.18615249780893953,242,264,556,-1,-1,-1
1,Talisha Searcy,4.366795879448918,2977,0.5218229623137599,607,806,1564,-1,-1,-1
2,Seth Grimes,3.1210169848211438,1666,0.2920245398773006,291,438,936,1,-1,-1
3,Seth Grimes]Jarrett Smith,1.8725392894218245,-1,-0.00017528483786152498,-1,-1,-1,-1,-1,-1
4,Talisha Searcy]Jarrett Smith,0.0,-1,-0.00017528483786152498,-1,-1,-1,-1,-1,-1
5,Seth Grimes]Talisha Searcy,5.0,-1,-0.00017528483786152498,-1,-1,-1,-1,-1,-1
