,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Anderson, Kaylee M.",2.0,1359,0.3109128345916266,1047,125,187
1,"Mina, Genevieve G.",0.0,2665,0.6097002974147793,1999,231,435
2,"Wyatt, Russell O.",0.6907787871987212,347,0.07938686799359414,196,43,108
