,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Lisa Bender,3.0,4888,0.6445997626269286,1890,577,2421,-1
1,Saralyn Romanishan,2.379348568122259,1565,0.2063826981405776,228,423,914,-1
2,David Schorn,1.8059491868681592,711,0.09376236318079915,139,158,414,-1
3,Bruce Lundeen,0.0,419,0.05525517605169458,209,58,152,-1
