,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,LONDON N. BREED,5.300554577316026,126279,0.7019048518973481,77634,10719,9126,1549,4018,23233,-1
1,JOEL VENTRESCA,5.009420272327722,13338,0.07413748061519991,3817,2549,1797,468,970,3737,-1
2,PAUL YBARRA ROBERTSON,6.0,7713,0.042871674012973225,1542,1153,1108,365,816,2729,-1
3,ELLEN LEE ZHOU,5.468437854428652,25070,0.13934822604761296,7231,4228,3500,795,1970,7346,-1
4,WILMA PANG,4.922844630871626,5009,0.027841853381431723,975,744,811,266,622,1591,-1
5,"ROBERT L. JORDAN, JR.",4.462333263797789,2493,0.013857005486106865,497,308,309,146,338,895,-1
6,MARC ROTH,0.0,7,3.8908559327215424e-05,1,1,2,2,-1,1,-1
