,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9
0,F. X. FRANCIS XAVIER CROWLEY,1.1949643196902286,7766,0.24667280754693008,1377,1502,4887,-1,-1,-1,-1,-1,-1
1,MICHAEL GARCIA,0.12153430659959587,5539,0.17593621954705715,1068,825,3646,-1,-1,-1,-1,-1,-1
2,NORMAN YEE,2.4612353876350013,9204,0.2923482514372836,2319,1226,5659,-1,-1,-1,-1,-1,-1
3,LYNN GAVIN,5.210445489816663,721,0.02290124829272941,93,45,583,-1,-1,-1,-1,-1,-1
4,JOEL ENGARDIO,2.636719403283466,4176,0.1326430136899279,746,606,2824,-1,-1,-1,-1,-1,-1
5,JULIAN P. LAGOS,0.0,1093,0.034717148937521834,114,85,894,-1,-1,-1,-1,-1,-1
6,ROBERT J. SQUERI,1.8292995078785301,1552,0.04929644570085443,261,186,1105,-1,-1,-1,-1,-1,-1
7,ANDREW BLEY,3.9349109994700187,828,0.026299907886796047,94,60,674,-1,-1,-1,-1,-1,-1
8,GLENN ROGERS,8.0,604,0.019184956960899533,73,47,484,-1,-1,-1,-1,-1,-1
