,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8
0,Carmen N. De La Rosa,2.5217147853951376,7926,0.4043671241263201,3199,1174,990,473,2090,-1,-1,-1
1,Johanna Garcia,1.5989647610290985,5439,0.2774858425590531,1382,1320,1337,380,1020,-1,-1,-1
2,Francesca M. Castellanos,0.0,668,0.03407989388296515,130,75,83,86,294,-1,-1,-1
3,Angela Fernandez,1.8458194241299988,3307,0.16871588184276312,856,645,700,278,828,-1,-1,-1
4,Josue Perez,3.348137740164289,595,0.030355594102341718,194,90,87,34,190,-1,-1,-1
5,James E. Behr,4.1790660108328535,730,0.03724299780623438,277,120,104,50,179,-1,-1,-1
6,Tirso S. Pina,2.359819062865944,335,0.017090964746696597,124,36,35,19,121,-1,-1,-1
7,Thomas A. Leon,7.0,601,0.030661700933625836,191,68,42,43,257,-1,-1,-1
