,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Burk, Adam M.",2.0,2536,0.4079137847836577,988,490,1058
1,"Opperman, Julianne R.",1.0863574585722409,2872,0.46195914428180795,1038,522,1312
2,"Rosenthal, Samuel H.",0.0,809,0.13012707093453435,306,115,388
