,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,NANCI IRA ARMSTRONG-TEMPLE,2.0,2089,0.2924132138857783,405,666,1018
1,CHERYL DAVILA,1.1130126808760294,2218,0.3104703247480403,430,665,1123
2,DARRYL MOORE,0.0,2837,0.3971164613661814,1037,357,1443
