,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,VICKI HENNESSY,0.8021548611473789,113382,0.6098724658573188,59929,25447,28006
1,JOHN ROBINSON,0.0,11057,0.05947469488088386,3918,2846,4293
2,ROSS MIRKARIMI,2.0,61472,0.33065283926179734,31153,9427,20892
