,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,STEPH DOMINGUEZ WALTON,1.004162021756115,11458,0.3105990783410138,1970,2314,7174
1,DAN KALB,0.0,19886,0.5390620764434806,7022,3554,9310
2,TRI NGO,2.0,5546,0.15033884521550556,854,1490,3202
