,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,GEORGE GASCÓN,0.0,76319,0.41523076839373446,25339,14327,36653,-1,-1
1,SHARMIN BOCK,1.6633497774510413,38089,0.20723181301312849,9259,7683,21147,-1,-1
2,VU VUONG TRINH,4.0,6615,0.035990402559317514,1692,850,4073,-1,-1
3,DAVID ONEK,2.080834284029244,43466,0.23648659677147318,6809,13274,23383,-1,-1
4,BILL FAZIO,0.7687204760899602,19310,0.10506041926234637,5689,3559,10062,-1,-1
