,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,RICHARD FUENTES,0.9979233956475664,5570,0.27034897830413046,1809,1053,2708
1,BENJAMIN LANG,0.0,5314,0.25792360335873415,1367,955,2992
2,JUMOKE HINTON HODGE,2.0,9719,0.4717274183371354,3571,1703,4445
