,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,Gale A. Brewer,3.0606790916747166,21606,0.5483617167076977,10353,3765,2916,1250,3322,-1
1,Zachary Tov Weiner,5.0,967,0.02454252430141367,295,202,154,71,245,-1
2,Jeffrey Omura,1.931868361218041,3931,0.09976904139488846,774,941,837,419,960,-1
3,David Gold,2.867108836059544,1875,0.04758762467957666,377,420,420,214,444,-1
4,Sara Lind,1.2841580043265783,5178,0.13141798431511892,819,1432,1309,578,1040,-1
5,Maria Danzilo,0.0,5844,0.14832110860130454,1505,1429,1352,614,944,-1
