,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Nelson, David",0.0,927,0.43747050495516754,691,48,188
1,"Franks, Lyn D.",2.0,445,0.2100047192071732,104,210,131
2,"Groh, Cliff",1.2644963537105551,747,0.3525247758376593,185,321,241
