,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Ronald Chun,0.3019021310858899,33294,0.16711841946753403,9902,6302,17090,-1
1,Gerardo Sandoval,0.0,71850,0.3606493193591134,23911,7650,40289,-1
2,Phil Ting,1.0752395455858177,94062,0.4721419106131791,33114,16362,44586,-1
3,Anthony Faber,3.0,18,9.035056017347308e-05,4,2,12,-1
