,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Bell, Arthur L.",1.0182140165352227,980,0.3926282051282051,180,92,708
1,"Abbott, Heather",2.0,893,0.3577724358974359,164,69,660
2,"Fromuth, Peter J.",0.0,623,0.24959935897435898,79,79,465
