,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Mary Hall-Rayford,3.0,1065,0.21291483406637346,166,241,81,577
1,Sarah A. Lucido,1.962899438257773,1859,0.3716513394642143,278,495,139,947
2,Larry Edwards,0.0,466,0.09316273490603759,87,91,36,252
3,Harvey Curley,0.964467474079364,1612,0.32227109156337463,303,506,97,706
