,candidate,position,first place count,first place freq,len_1,len_2
0,PATRICE BERRY,1.0,6604,0.5347368421052632,2974,3630
1,SASHA RITZIE-HERNANDEZ,0.0,5746,0.4652631578947368,2668,3078
