,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Carpenter, Ben",2.0,7867,0.4069418580591765,5632,1588,647
1,"Bjorkman, Jesse J.",1.3052227290057874,9264,0.4792054624456859,6010,2031,1223
2,"Wegener, Tina",0.0,2201,0.1138526794951376,1406,327,468
