,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,CARMEN CHU,2.0,15422,0.5238984950912118,5368,2106,7948
1,RON DUDUM,0.9567249143683039,10365,0.3521078914291538,3164,2112,5089
2,DAVE FERGUSON,0.0,3650,0.12399361347963447,880,647,2123
