,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8
0,GORDON MAR,3.8367354944053513,10331,0.36244035924782486,3103,1601,5627,-1,-1,-1,-1,-1
1,ADAM KIM,4.582135617554541,521,0.018278136401908503,69,55,397,-1,-1,-1,-1,-1
2,TUAN NGUYEN,0.0,858,0.030101038450743755,171,95,592,-1,-1,-1,-1,-1
3,JESSICA HO,3.4994901058484826,7458,0.26164748807184957,1746,1111,4601,-1,-1,-1,-1,-1
4,ARTHUR TOM,2.989175447384238,2448,0.08588268313219197,368,462,1618,-1,-1,-1,-1,-1
5,TREVOR MCNEIL,4.846098018519265,3503,0.12289503227617177,492,601,2410,-1,-1,-1,-1,-1
6,LOU ANN BASSAN,2.4256005556755924,2197,0.07707690148751052,553,318,1326,-1,-1,-1,-1,-1
7,MIKE MURPHY,7.0,1188,0.041678360931799045,214,176,798,-1,-1,-1,-1,-1
