,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,BLONG YANG,0.7345166133255119,1476,0.422680412371134,618,187,671,-1
1,IAN ALEXANDER,0.0,1048,0.30011454753722794,224,195,629,-1
2,BRETT BUCKNER,1.2289859827511245,747,0.21391752577319587,173,116,458,-1
3,KALE R. SEVERSON,3.0,221,0.06328751431844215,61,34,126,-1
