,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,FRANCISCO HERRERA,3.271746118799454,28887,0.15203284124101998,5082,3840,19965,-1,-1,-1
1,ED LEE,5.0,105822,0.5569432383358333,71722,7572,26528,-1,-1,-1
2,AMY FARAH WEISS,2.3133243010348457,23324,0.12275466435093814,3427,2853,17044,-1,-1,-1
3,REED MARTIN,1.2021391932981798,4687,0.024667771900739453,853,640,3194,-1,-1,-1
4,KENT GRAHAM,0.0,8862,0.046640877871634956,2588,1347,4927,-1,-1,-1
5,STUART SCHUFFMAN,2.6759308354469264,18423,0.09696060629983422,3221,2042,13160,-1,-1,-1
