,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Julie Anderson,2.0,76737,0.5010185294002428,23619,15009,38109
1,Jan Shabro,1.1888136608072601,63396,0.4139146785756258,21438,11086,30872
2,Will Baker,0.0,13029,0.08506679202413131,3789,1034,8206
