,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Steve Fletcher,0.0,5231,0.39283568639231,2711,930,1590,-1
1,Michael Rainville,1.0576886282110314,6030,0.4528386902973866,2459,1861,1710,-1
2,Merv Moorhead,1.4795480116741928,1165,0.08748873535596276,237,417,511,-1
3,Hope Hennessey,3.0,890,0.06683688795434065,478,82,330,-1
