,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,ALEJANDRO SOTO-VIGIL,2.0,2270,0.4074672410698259,683,598,989
1,LINDA MAIO,1.2199157267173235,3044,0.5464010052055286,1194,692,1158
2,MERRILIE MITCHELL,0.0,257,0.04613175372464549,80,51,126
