,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Kevin Reich,1.7048763348985483,4907,0.4295719163092007,2368,1012,1527,-1
1,Calvin L Carpenter,0.0,640,0.05602731331524118,356,104,180,-1
2,Thomas E Wortman,2.1248627262787356,364,0.03186553444804342,99,74,191,-1
3,Elliott Payne,3.0,5512,0.4825352359275147,2551,1337,1624,-1
