,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Vance, Sarah L.",0.0,4962,0.5211637433042747,3909,488,565
1,"Flora, Louis A. ""Louie""",2.0,4208,0.44197038126247246,1707,1677,824
2,"Bryant, Ginger",1.3285141496361002,351,0.03686587543325281,125,136,90
