,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Nancy Ford,2.0,4583,0.2991514360313316,2470,1344,769
1,Andrew Johnson,1.0306785956368467,9958,0.65,6183,2247,1528
2,David Rosenfeld,0.0,779,0.05084856396866841,209,327,243
