,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,BEN GOULD,0.9747682744619379,1917,0.34956236323851203,271,542,1104
1,KATE HARRISON,0.0,2896,0.5280816921954777,914,493,1489
2,GREGORY MAGOFNA,2.0,671,0.1223559445660102,65,230,376
