,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7
0,LIBBY SCHAAF,2.721337696821732,8770,0.4181566776331474,1637,1792,5341,-1,-1,-1,-1
1,CLINTON KILLIAN,1.8066886147217947,1147,0.0546893625137081,212,141,794,-1,-1,-1,-1
2,RALPH KANZ,3.855594070786262,888,0.04234015162351595,106,90,692,-1,-1,-1,-1
3,JASON GILLEN,6.0,533,0.025413627044295044,96,47,390,-1,-1,-1,-1
4,DANIEL SWAFFORD,3.6364200260044344,2353,0.11219186573213179,424,331,1598,-1,-1,-1,-1
5,JILL BROADHURST,2.302976691269332,4815,0.22958088971534832,1003,851,2961,-1,-1,-1,-1
6,MELANIE SHELBY,0.0,2467,0.11762742573785342,562,321,1584,-1,-1,-1,-1
