,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,KEVIN JENKINS,0.0,10501,0.708665136995546,4117,1636,1073,3675
1,YAKPASUA MICHAEL GBAGBA ZAZABOI,0.9004401760725033,1693,0.11425293561884195,342,430,232,689
2,KENNY SESSION,1.9510522380405706,1051,0.07092725064111216,266,191,152,442
3,NANCY SIDEBOTHAM,3.0,1573,0.10615467674449994,457,232,220,664
