,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Sue Budd,1.0387080200627672,581,0.4332587621178225,106,135,340
1,Saul Eugene,2.0,257,0.19164802386278895,35,69,153
2,Jim Leuthner,0.0,503,0.3750932140193885,219,85,199
