,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Brad Bourn,1.1206079262175646,4025,0.48371589953130634,2017,1112,896,-1
1,Meg Forney,1.6009266804349807,3040,0.36534070424227855,1708,567,765,-1
2,Geneva Hanvik,3.0,277,0.03328926811681288,116,41,120,-1
3,Steven Jecha,0.0,979,0.11765412810960221,371,296,312,-1
