,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Lisa Goodman,0.0,3003,0.6867139263663389,2365,239,399
1,Michael J. Katch,2.0,1045,0.23896638463297507,420,410,215
2,Jeffrey Alan Wagner,1.2876011986103548,325,0.07431968900068603,94,156,75
