,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,THEO ELLINGTON,2.9540797719384293,4844,0.20829033367733057,909,1106,2829,-1,-1,-1
1,GLORIA BERRY,1.5201129492664767,971,0.04175266597867217,211,117,643,-1,-1,-1
2,ASALE CHANDLER,0.0,806,0.03465772273821809,144,87,575,-1,-1,-1
3,UZURI PEASE-GREENE,5.0,1322,0.05684554523563812,211,185,926,-1,-1,-1
4,SHAMANN WALTON,3.470278613223703,9617,0.41352769177846577,2748,2049,4820,-1,-1,-1
5,TONY KELLY,2.4775038834967504,5696,0.24492604059167528,1049,1659,2988,-1,-1,-1
