,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Golden, Jared Forrest",2.0,153396,0.4838318971499224,54734,56783,41879
1,"Bond, Tiffany",1.1196740122625028,21947,0.06922383013083358,4989,6887,10071
2,"Poliquin, Bruce",0.0,141701,0.44694427271924403,98263,14677,28761
