,candidate,position,first place count,first place freq,len_1,len_2
0,VANCEDRIC WILLIAMS,0.0,11024,0.5512826924038606,6741,4283
1,DWAYNE AIKENS JR.,1.0,8973,0.4487173075961394,4246,4727
