,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Lisa Goodman,1.8703879232015606,7219,0.6222739419015602,4883,977,1359,-1
1,Teqen Zéa-Aida,0.0,833,0.07180415481424016,162,215,456,-1
2,Nick Kor,0.94339653109595,3071,0.2647185587449358,936,967,1168,-1
3,Joanna Diaz,3.0,478,0.04120334453926386,100,109,269,-1
