,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,MATT PERRY,3.318288054376995,4063,0.3886178861788618,706,852,2505,-1,-1
1,LINEA PALMISANO,4.0,4455,0.4261119081779053,734,877,2844,-1,-1
2,MISSY DURANT,3.3213440195065553,987,0.09440459110473458,101,199,687,-1,-1
3,BOB REUER,2.2638897246479983,750,0.07173601147776183,281,186,283,-1,-1
4,DAVID REGAN,0.0,200,0.01912960306073649,32,98,70,-1,-1
