,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Ahmadou T. Diallo,2.067852263424381,2094,0.2069374444115031,790,341,195,768
1,Abdourahamane Diallo,3.0,2068,0.20436802055539086,757,324,177,810
2,Althea V. Stevens,0.9601054046367063,5153,0.5092400434825576,2121,750,453,1829
3,Yves T. Filius,0.0,804,0.07945449155054847,302,140,76,286
