,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,BEN BARTLETT,1.3168453695524613,3399,0.5255102040816326,1211,752,1436
1,"JOHN ""CHIP"" MOORE",2.0,1486,0.22974644403215833,351,691,444
2,DEBORAH MATTHEWS,0.0,1583,0.24474335188620902,498,439,646
