,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Bob Fine,2.0923219194531346,7495,0.4063872471940574,3594,1733,2168,-1
1,Jennifer Zielinski,1.376901106332864,2274,0.12329881255760994,897,327,1050,-1
2,"Robert M Schlosser ""Bob""",0.0,586,0.031773572629181804,190,76,320,-1
3,Brad Bourn,3.0,8088,0.4385403676191509,3807,2343,1938,-1
