,candidate,position,first place count,first place freq,len_1,len_2
0,CORINA N. LOPEZ,1.0,9336,0.46321012155792607,4276,5060
1,PAULINE RUSSO CUTTER,0.0,10819,0.5367898784420739,4525,6294
