,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,CORINA LOPEZ,2.0,7909,0.5380638138648888,2511,775,4623
1,MIA OUSLEY,0.9826400513603717,3297,0.22430097285529627,789,554,1954
2,LEAH HALL,0.0,3493,0.23763521327981496,988,452,2053
