,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"DAVID L. ANDERSON, SR.",2.0,6771,0.33941550954935085,3098,3665,8
1,MICHAEL J. GREGORY,1.1466917513983108,13058,0.6545691513359065,5477,7574,7
2,CAROL LIBBRECHT,0.0,120,0.006015339114742594,35,43,42
