,candidate,position,first place count,first place freq,len_1,len_2
0,"Armstrong, Jennifer ""Jennie""",1.0,4250,0.5527376772011965,3351,899
1,"Vazquez, Liz",0.0,3439,0.44726232279880346,2741,698
