,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Kevin Reich,2.0,4019,0.46068317285648785,1262,1285,1472
1,Jillia Pessenda,1.2128630160954057,3850,0.4413113250802384,906,1400,1544
2,John Hayden,0.0,855,0.09800550206327373,316,222,317
