,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,"Storm, Caroline",0,2917,0.429159923,1614,614,689
1,"Insalaco, Mikel E.",1.098095932,368,0.054141533,97,146,125
2,"Johnson, Craig W.",2,3512,0.516698543,2336,607,569
