,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Abdi Gurhan Mohamed,2.0,5417,0.37135805854528003,3059,957,1401
1,AK Hassan,1.1683667553083243,7097,0.48652910125454174,3451,1563,2083
2,Charles Exner,0.0,2073,0.14211284020017825,993,323,757
