,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,Scott Graham,1.3211616802815693,3810,0.4780426599749059,1723,1017,1070
1,Kenneth C. Foxworth,0.0,291,0.036511919698870764,37,93,161
2,Katie Cashman,2.0,3869,0.48544542032622334,1210,1008,1651
