,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6
0,KAT ANDERSON,3.3789224502301685,1718,0.07119472877211885,374,303,1041,-1,-1,-1
1,JANET REILLY,2.847227490231699,9905,0.4104678629149227,4929,1544,3432,-1,-1,-1
2,VILMA B. GUINTO PEORO,0.0,165,0.0068376776760184,41,23,101,-1,-1,-1
3,ABRAHAM SIMMONS,3.4253934158698467,2085,0.08640338154241432,458,418,1209,-1,-1,-1
4,BARBARA BERWICK,5.0,543,0.0225021756247151,101,89,353,-1,-1,-1
5,MARK FARRELL,2.7317827622252606,9715,0.40259417346981063,3579,2105,4031,-1,-1,-1
