,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9
0,JULIO RAMOS,0.005991926385662807,3687,0.14847777061855671,739,381,2567,-1,-1,-1,-1,-1,-1
1,RANDY KNOX,0.005938200462347223,2358,0.09495811855670103,505,281,1572,-1,-1,-1,-1,-1,-1
2,ADRIAN BERMUDEZ,0.0,426,0.01715528350515464,86,40,300,-1,-1,-1,-1,-1,-1
3,JOHN AVALOS,0.004137515641989685,6993,0.2816124355670103,1420,902,4671,-1,-1,-1,-1,-1,-1
4,MYRNA LIM,0.9928989257178362,4503,0.18133859536082475,1112,519,2872,-1,-1,-1,-1,-1,-1
5,MARY GOODNATURE,0.010784478755552798,464,0.018685567010309278,64,52,348,-1,-1,-1,-1,-1,-1
6,AHSHA SAFAI,0.005369160631744944,6002,0.2417042525773196,1289,846,3867,-1,-1,-1,-1,-1,-1
7,ELI M. HORN,0.005699940067606374,398,0.01602770618556701,101,47,250,-1,-1,-1,-1,-1,-1
8,A. JACKSON MATTESON,8.0,1,4.027061855670103e-05,-1,1,-1,-1,-1,-1,-1,-1,-1
