,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4
0,Rick L. Nyhlen,1.5882383931186514,881,0.18700912757376353,500,167,214,-1
1,Brent Perry,0.0,131,0.027807259605179366,14,40,77,-1
2,Sandy Colvin Roy,3.0,3036,0.6444491615368287,1698,716,622,-1
3,Charley Underwood,2.063492339628935,663,0.1407344512842284,162,221,280,-1
